origin_index,history_start_index,origin_timestamp,history_start_timestamp,split,resolution,resolution_minutes,feature_set,history_hours,history_steps,n_features,history_interpolated_fraction,target_index_h60,target_timestamp_h60,target_index_h120,target_timestamp_h120,target_index_h240,target_timestamp_h240,target_index_h480,target_timestamp_h480
8183,8154,2026-05-29 04:36:00,2026-05-28 22:48:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8188,2026-05-29 05:36:00,8193,2026-05-29 06:36:00,8203,2026-05-29 08:36:00,8223,2026-05-29 12:36:00
8184,8155,2026-05-29 04:48:00,2026-05-28 23:00:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8189,2026-05-29 05:48:00,8194,2026-05-29 06:48:00,8204,2026-05-29 08:48:00,8224,2026-05-29 12:48:00
8185,8156,2026-05-29 05:00:00,2026-05-28 23:12:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8190,2026-05-29 06:00:00,8195,2026-05-29 07:00:00,8205,2026-05-29 09:00:00,8225,2026-05-29 13:00:00
8191,8162,2026-05-29 06:12:00,2026-05-29 00:24:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8196,2026-05-29 07:12:00,8201,2026-05-29 08:12:00,8211,2026-05-29 10:12:00,8231,2026-05-29 14:12:00
8193,8164,2026-05-29 06:36:00,2026-05-29 00:48:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8198,2026-05-29 07:36:00,8203,2026-05-29 08:36:00,8213,2026-05-29 10:36:00,8233,2026-05-29 14:36:00
8195,8166,2026-05-29 07:00:00,2026-05-29 01:12:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8200,2026-05-29 08:00:00,8205,2026-05-29 09:00:00,8215,2026-05-29 11:00:00,8235,2026-05-29 15:00:00
8196,8167,2026-05-29 07:12:00,2026-05-29 01:24:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8201,2026-05-29 08:12:00,8206,2026-05-29 09:12:00,8216,2026-05-29 11:12:00,8236,2026-05-29 15:12:00
8197,8168,2026-05-29 07:24:00,2026-05-29 01:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8202,2026-05-29 08:24:00,8207,2026-05-29 09:24:00,8217,2026-05-29 11:24:00,8237,2026-05-29 15:24:00
8199,8170,2026-05-29 07:48:00,2026-05-29 02:00:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8204,2026-05-29 08:48:00,8209,2026-05-29 09:48:00,8219,2026-05-29 11:48:00,8239,2026-05-29 15:48:00
8202,8173,2026-05-29 08:24:00,2026-05-29 02:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8207,2026-05-29 09:24:00,8212,2026-05-29 10:24:00,8222,2026-05-29 12:24:00,8242,2026-05-29 16:24:00
8206,8177,2026-05-29 09:12:00,2026-05-29 03:24:00,train,12min,12,SHT_BASE,6,30,2,0.02222222222222224,8211,2026-05-29 10:12:00,8216,2026-05-29 11:12:00,8226,2026-05-29 13:12:00,8246,2026-05-29 17:12:00
8207,8178,2026-05-29 09:24:00,2026-05-29 03:36:00,train,12min,12,SHT_BASE,6,30,2,0.02222222222222224,8212,2026-05-29 10:24:00,8217,2026-05-29 11:24:00,8227,2026-05-29 13:24:00,8247,2026-05-29 17:24:00
8211,8182,2026-05-29 10:12:00,2026-05-29 04:24:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8216,2026-05-29 11:12:00,8221,2026-05-29 12:12:00,8231,2026-05-29 14:12:00,8251,2026-05-29 18:12:00
8212,8183,2026-05-29 10:24:00,2026-05-29 04:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8217,2026-05-29 11:24:00,8222,2026-05-29 12:24:00,8232,2026-05-29 14:24:00,8252,2026-05-29 18:24:00
8216,8187,2026-05-29 11:12:00,2026-05-29 05:24:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8221,2026-05-29 12:12:00,8226,2026-05-29 13:12:00,8236,2026-05-29 15:12:00,8256,2026-05-29 19:12:00
8217,8188,2026-05-29 11:24:00,2026-05-29 05:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8222,2026-05-29 12:24:00,8227,2026-05-29 13:24:00,8237,2026-05-29 15:24:00,8257,2026-05-29 19:24:00
8227,8198,2026-05-29 13:24:00,2026-05-29 07:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8232,2026-05-29 14:24:00,8237,2026-05-29 15:24:00,8247,2026-05-29 17:24:00,8267,2026-05-29 21:24:00
8228,8199,2026-05-29 13:36:00,2026-05-29 07:48:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8233,2026-05-29 14:36:00,8238,2026-05-29 15:36:00,8248,2026-05-29 17:36:00,8268,2026-05-29 21:36:00
8229,8200,2026-05-29 13:48:00,2026-05-29 08:00:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8234,2026-05-29 14:48:00,8239,2026-05-29 15:48:00,8249,2026-05-29 17:48:00,8269,2026-05-29 21:48:00
8238,8209,2026-05-29 15:36:00,2026-05-29 09:48:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8243,2026-05-29 16:36:00,8248,2026-05-29 17:36:00,8258,2026-05-29 19:36:00,8278,2026-05-29 23:36:00
8240,8211,2026-05-29 16:00:00,2026-05-29 10:12:00,train,12min,12,SHT_BASE,6,30,2,0.03333333333333335,8245,2026-05-29 17:00:00,8250,2026-05-29 18:00:00,8260,2026-05-29 20:00:00,8280,2026-05-30 00:00:00
8241,8212,2026-05-29 16:12:00,2026-05-29 10:24:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8246,2026-05-29 17:12:00,8251,2026-05-29 18:12:00,8261,2026-05-29 20:12:00,8281,2026-05-30 00:12:00
8242,8213,2026-05-29 16:24:00,2026-05-29 10:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8247,2026-05-29 17:24:00,8252,2026-05-29 18:24:00,8262,2026-05-29 20:24:00,8282,2026-05-30 00:24:00
8244,8215,2026-05-29 16:48:00,2026-05-29 11:00:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8249,2026-05-29 17:48:00,8254,2026-05-29 18:48:00,8264,2026-05-29 20:48:00,8284,2026-05-30 00:48:00
8245,8216,2026-05-29 17:00:00,2026-05-29 11:12:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8250,2026-05-29 18:00:00,8255,2026-05-29 19:00:00,8265,2026-05-29 21:00:00,8285,2026-05-30 01:00:00
8247,8218,2026-05-29 17:24:00,2026-05-29 11:36:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8252,2026-05-29 18:24:00,8257,2026-05-29 19:24:00,8267,2026-05-29 21:24:00,8287,2026-05-30 01:24:00
8249,8220,2026-05-29 17:48:00,2026-05-29 12:00:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8254,2026-05-29 18:48:00,8259,2026-05-29 19:48:00,8269,2026-05-29 21:48:00,8289,2026-05-30 01:48:00
8250,8221,2026-05-29 18:00:00,2026-05-29 12:12:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8255,2026-05-29 19:00:00,8260,2026-05-29 20:00:00,8270,2026-05-29 22:00:00,8290,2026-05-30 02:00:00
8251,8222,2026-05-29 18:12:00,2026-05-29 12:24:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8256,2026-05-29 19:12:00,8261,2026-05-29 20:12:00,8271,2026-05-29 22:12:00,8291,2026-05-30 02:12:00
8252,8223,2026-05-29 18:24:00,2026-05-29 12:36:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8257,2026-05-29 19:24:00,8262,2026-05-29 20:24:00,8272,2026-05-29 22:24:00,8292,2026-05-30 02:24:00
8256,8227,2026-05-29 19:12:00,2026-05-29 13:24:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8261,2026-05-29 20:12:00,8266,2026-05-29 21:12:00,8276,2026-05-29 23:12:00,8296,2026-05-30 03:12:00
8257,8228,2026-05-29 19:24:00,2026-05-29 13:36:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8262,2026-05-29 20:24:00,8267,2026-05-29 21:24:00,8277,2026-05-29 23:24:00,8297,2026-05-30 03:24:00
8260,8231,2026-05-29 20:00:00,2026-05-29 14:12:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222244,8265,2026-05-29 21:00:00,8270,2026-05-29 22:00:00,8280,2026-05-30 00:00:00,8300,2026-05-30 04:00:00
8261,8232,2026-05-29 20:12:00,2026-05-29 14:24:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222244,8266,2026-05-29 21:12:00,8271,2026-05-29 22:12:00,8281,2026-05-30 00:12:00,8301,2026-05-30 04:12:00
8262,8233,2026-05-29 20:24:00,2026-05-29 14:36:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222244,8267,2026-05-29 21:24:00,8272,2026-05-29 22:24:00,8282,2026-05-30 00:24:00,8302,2026-05-30 04:24:00
8263,8234,2026-05-29 20:36:00,2026-05-29 14:48:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8268,2026-05-29 21:36:00,8273,2026-05-29 22:36:00,8283,2026-05-30 00:36:00,8303,2026-05-30 04:36:00
8265,8236,2026-05-29 21:00:00,2026-05-29 15:12:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8270,2026-05-29 22:00:00,8275,2026-05-29 23:00:00,8285,2026-05-30 01:00:00,8305,2026-05-30 05:00:00
8267,8238,2026-05-29 21:24:00,2026-05-29 15:36:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8272,2026-05-29 22:24:00,8277,2026-05-29 23:24:00,8287,2026-05-30 01:24:00,8307,2026-05-30 05:24:00
8268,8239,2026-05-29 21:36:00,2026-05-29 15:48:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8273,2026-05-29 22:36:00,8278,2026-05-29 23:36:00,8288,2026-05-30 01:36:00,8308,2026-05-30 05:36:00
8272,8243,2026-05-29 22:24:00,2026-05-29 16:36:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8277,2026-05-29 23:24:00,8282,2026-05-30 00:24:00,8292,2026-05-30 02:24:00,8312,2026-05-30 06:24:00
8273,8244,2026-05-29 22:36:00,2026-05-29 16:48:00,train,12min,12,SHT_BASE,6,30,2,0.022222222222222247,8278,2026-05-29 23:36:00,8283,2026-05-30 00:36:00,8293,2026-05-30 02:36:00,8313,2026-05-30 06:36:00
8277,8248,2026-05-29 23:24:00,2026-05-29 17:36:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8282,2026-05-30 00:24:00,8287,2026-05-30 01:24:00,8297,2026-05-30 03:24:00,8317,2026-05-30 07:24:00
8279,8250,2026-05-29 23:48:00,2026-05-29 18:00:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8284,2026-05-30 00:48:00,8289,2026-05-30 01:48:00,8299,2026-05-30 03:48:00,8319,2026-05-30 07:48:00
8283,8254,2026-05-30 00:36:00,2026-05-29 18:48:00,train,12min,12,SHT_BASE,6,30,2,0.03333333333333335,8288,2026-05-30 01:36:00,8293,2026-05-30 02:36:00,8303,2026-05-30 04:36:00,8323,2026-05-30 08:36:00
8284,8255,2026-05-30 00:48:00,2026-05-29 19:00:00,train,12min,12,SHT_BASE,6,30,2,0.03333333333333335,8289,2026-05-30 01:48:00,8294,2026-05-30 02:48:00,8304,2026-05-30 04:48:00,8324,2026-05-30 08:48:00
8286,8257,2026-05-30 01:12:00,2026-05-29 19:24:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8291,2026-05-30 02:12:00,8296,2026-05-30 03:12:00,8306,2026-05-30 05:12:00,8326,2026-05-30 09:12:00
8289,8260,2026-05-30 01:48:00,2026-05-29 20:00:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8294,2026-05-30 02:48:00,8299,2026-05-30 03:48:00,8309,2026-05-30 05:48:00,8329,2026-05-30 09:48:00
8292,8263,2026-05-30 02:24:00,2026-05-29 20:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8297,2026-05-30 03:24:00,8302,2026-05-30 04:24:00,8312,2026-05-30 06:24:00,8332,2026-05-30 10:24:00
8297,8268,2026-05-30 03:24:00,2026-05-29 21:36:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8302,2026-05-30 04:24:00,8307,2026-05-30 05:24:00,8317,2026-05-30 07:24:00,8337,2026-05-30 11:24:00
8308,8279,2026-05-30 05:36:00,2026-05-29 23:48:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8313,2026-05-30 06:36:00,8318,2026-05-30 07:36:00,8328,2026-05-30 09:36:00,8348,2026-05-30 13:36:00
8309,8280,2026-05-30 05:48:00,2026-05-30 00:00:00,train,12min,12,SHT_BASE,6,30,2,0.033333333333333354,8314,2026-05-30 06:48:00,8319,2026-05-30 07:48:00,8329,2026-05-30 09:48:00,8349,2026-05-30 13:48:00
8318,8289,2026-05-30 07:36:00,2026-05-30 01:48:00,train,12min,12,SHT_BASE,6,30,2,0.04444444444444447,8323,2026-05-30 08:36:00,8328,2026-05-30 09:36:00,8338,2026-05-30 11:36:00,8358,2026-05-30 15:36:00
13315,13286,2026-07-10 23:00:00,2026-07-10 17:12:00,validation,12min,12,SHT_BASE,6,30,2,0.04444444444444446,13320,2026-07-11 00:00:00,13325,2026-07-11 01:00:00,13335,2026-07-11 03:00:00,13355,2026-07-11 07:00:00
15435,15406,2026-07-28 15:00:00,2026-07-28 09:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15440,2026-07-28 16:00:00,15445,2026-07-28 17:00:00,15455,2026-07-28 19:00:00,15475,2026-07-28 23:00:00
15445,15416,2026-07-28 17:00:00,2026-07-28 11:12:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15450,2026-07-28 18:00:00,15455,2026-07-28 19:00:00,15465,2026-07-28 21:00:00,15485,2026-07-29 01:00:00
15448,15419,2026-07-28 17:36:00,2026-07-28 11:48:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15453,2026-07-28 18:36:00,15458,2026-07-28 19:36:00,15468,2026-07-28 21:36:00,15488,2026-07-29 01:36:00
15450,15421,2026-07-28 18:00:00,2026-07-28 12:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444447,15455,2026-07-28 19:00:00,15460,2026-07-28 20:00:00,15470,2026-07-28 22:00:00,15490,2026-07-29 02:00:00
15452,15423,2026-07-28 18:24:00,2026-07-28 12:36:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444447,15457,2026-07-28 19:24:00,15462,2026-07-28 20:24:00,15472,2026-07-28 22:24:00,15492,2026-07-29 02:24:00
15453,15424,2026-07-28 18:36:00,2026-07-28 12:48:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444447,15458,2026-07-28 19:36:00,15463,2026-07-28 20:36:00,15473,2026-07-28 22:36:00,15493,2026-07-29 02:36:00
15455,15426,2026-07-28 19:00:00,2026-07-28 13:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15460,2026-07-28 20:00:00,15465,2026-07-28 21:00:00,15475,2026-07-28 23:00:00,15495,2026-07-29 03:00:00
15457,15428,2026-07-28 19:24:00,2026-07-28 13:36:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15462,2026-07-28 20:24:00,15467,2026-07-28 21:24:00,15477,2026-07-28 23:24:00,15497,2026-07-29 03:24:00
15459,15430,2026-07-28 19:48:00,2026-07-28 14:00:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15464,2026-07-28 20:48:00,15469,2026-07-28 21:48:00,15479,2026-07-28 23:48:00,15499,2026-07-29 03:48:00
15460,15431,2026-07-28 20:00:00,2026-07-28 14:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15465,2026-07-28 21:00:00,15470,2026-07-28 22:00:00,15480,2026-07-29 00:00:00,15500,2026-07-29 04:00:00
15463,15434,2026-07-28 20:36:00,2026-07-28 14:48:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15468,2026-07-28 21:36:00,15473,2026-07-28 22:36:00,15483,2026-07-29 00:36:00,15503,2026-07-29 04:36:00
15465,15436,2026-07-28 21:00:00,2026-07-28 15:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15470,2026-07-28 22:00:00,15475,2026-07-28 23:00:00,15485,2026-07-29 01:00:00,15505,2026-07-29 05:00:00
15472,15443,2026-07-28 22:24:00,2026-07-28 16:36:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15477,2026-07-28 23:24:00,15482,2026-07-29 00:24:00,15492,2026-07-29 02:24:00,15512,2026-07-29 06:24:00
15474,15445,2026-07-28 22:48:00,2026-07-28 17:00:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15479,2026-07-28 23:48:00,15484,2026-07-29 00:48:00,15494,2026-07-29 02:48:00,15514,2026-07-29 06:48:00
15475,15446,2026-07-28 23:00:00,2026-07-28 17:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15480,2026-07-29 00:00:00,15485,2026-07-29 01:00:00,15495,2026-07-29 03:00:00,15515,2026-07-29 07:00:00
15483,15454,2026-07-29 00:36:00,2026-07-28 18:48:00,test,12min,12,SHT_BASE,6,30,2,0.044444444444444446,15488,2026-07-29 01:36:00,15493,2026-07-29 02:36:00,15503,2026-07-29 04:36:00,15523,2026-07-29 08:36:00
15485,15456,2026-07-29 01:00:00,2026-07-28 19:12:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15490,2026-07-29 02:00:00,15495,2026-07-29 03:00:00,15505,2026-07-29 05:00:00,15525,2026-07-29 09:00:00
15486,15457,2026-07-29 01:12:00,2026-07-28 19:24:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15491,2026-07-29 02:12:00,15496,2026-07-29 03:12:00,15506,2026-07-29 05:12:00,15526,2026-07-29 09:12:00
15494,15465,2026-07-29 02:48:00,2026-07-28 21:00:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15499,2026-07-29 03:48:00,15504,2026-07-29 04:48:00,15514,2026-07-29 06:48:00,15534,2026-07-29 10:48:00
15495,15466,2026-07-29 03:00:00,2026-07-28 21:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15500,2026-07-29 04:00:00,15505,2026-07-29 05:00:00,15515,2026-07-29 07:00:00,15535,2026-07-29 11:00:00
15496,15467,2026-07-29 03:12:00,2026-07-28 21:24:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15501,2026-07-29 04:12:00,15506,2026-07-29 05:12:00,15516,2026-07-29 07:12:00,15536,2026-07-29 11:12:00
15593,15564,2026-07-29 22:36:00,2026-07-29 16:48:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15598,2026-07-29 23:36:00,15603,2026-07-30 00:36:00,15613,2026-07-30 02:36:00,15633,2026-07-30 06:36:00
15595,15566,2026-07-29 23:00:00,2026-07-29 17:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15600,2026-07-30 00:00:00,15605,2026-07-30 01:00:00,15615,2026-07-30 03:00:00,15635,2026-07-30 07:00:00
15596,15567,2026-07-29 23:12:00,2026-07-29 17:24:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15601,2026-07-30 00:12:00,15606,2026-07-30 01:12:00,15616,2026-07-30 03:12:00,15636,2026-07-30 07:12:00
15603,15574,2026-07-30 00:36:00,2026-07-29 18:48:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15608,2026-07-30 01:36:00,15613,2026-07-30 02:36:00,15623,2026-07-30 04:36:00,15643,2026-07-30 08:36:00
15604,15575,2026-07-30 00:48:00,2026-07-29 19:00:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15609,2026-07-30 01:48:00,15614,2026-07-30 02:48:00,15624,2026-07-30 04:48:00,15644,2026-07-30 08:48:00
15606,15577,2026-07-30 01:12:00,2026-07-29 19:24:00,test,12min,12,SHT_BASE,6,30,2,0.022222222222222237,15611,2026-07-30 02:12:00,15616,2026-07-30 03:12:00,15626,2026-07-30 05:12:00,15646,2026-07-30 09:12:00
15608,15579,2026-07-30 01:36:00,2026-07-29 19:48:00,test,12min,12,SHT_BASE,6,30,2,0.022222222222222237,15613,2026-07-30 02:36:00,15618,2026-07-30 03:36:00,15628,2026-07-30 05:36:00,15648,2026-07-30 09:36:00
15609,15580,2026-07-30 01:48:00,2026-07-29 20:00:00,test,12min,12,SHT_BASE,6,30,2,0.022222222222222237,15614,2026-07-30 02:48:00,15619,2026-07-30 03:48:00,15629,2026-07-30 05:48:00,15649,2026-07-30 09:48:00
15610,15581,2026-07-30 02:00:00,2026-07-29 20:12:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15615,2026-07-30 03:00:00,15620,2026-07-30 04:00:00,15630,2026-07-30 06:00:00,15650,2026-07-30 10:00:00
15613,15584,2026-07-30 02:36:00,2026-07-29 20:48:00,test,12min,12,SHT_BASE,6,30,2,0.02222222222222224,15618,2026-07-30 03:36:00,15623,2026-07-30 04:36:00,15633,2026-07-30 06:36:00,15653,2026-07-30 10:36:00
15615,15586,2026-07-30 03:00:00,2026-07-29 21:12:00,test,12min,12,SHT_BASE,6,30,2,0.02222222222222224,15620,2026-07-30 04:00:00,15625,2026-07-30 05:00:00,15635,2026-07-30 07:00:00,15655,2026-07-30 11:00:00
15616,15587,2026-07-30 03:12:00,2026-07-29 21:24:00,test,12min,12,SHT_BASE,6,30,2,0.02222222222222224,15621,2026-07-30 04:12:00,15626,2026-07-30 05:12:00,15636,2026-07-30 07:12:00,15656,2026-07-30 11:12:00
15619,15590,2026-07-30 03:48:00,2026-07-29 22:00:00,test,12min,12,SHT_BASE,6,30,2,0.02222222222222224,15624,2026-07-30 04:48:00,15629,2026-07-30 05:48:00,15639,2026-07-30 07:48:00,15659,2026-07-30 11:48:00
15620,15591,2026-07-30 04:00:00,2026-07-29 22:12:00,test,12min,12,SHT_BASE,6,30,2,0.02222222222222224,15625,2026-07-30 05:00:00,15630,2026-07-30 06:00:00,15640,2026-07-30 08:00:00,15660,2026-07-30 12:00:00
15625,15596,2026-07-30 05:00:00,2026-07-29 23:12:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15630,2026-07-30 06:00:00,15635,2026-07-30 07:00:00,15645,2026-07-30 09:00:00,15665,2026-07-30 13:00:00
15630,15601,2026-07-30 06:00:00,2026-07-30 00:12:00,test,12min,12,SHT_BASE,6,30,2,0.022222222222222237,15635,2026-07-30 07:00:00,15640,2026-07-30 08:00:00,15650,2026-07-30 10:00:00,15670,2026-07-30 14:00:00
15631,15602,2026-07-30 06:12:00,2026-07-30 00:24:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15636,2026-07-30 07:12:00,15641,2026-07-30 08:12:00,15651,2026-07-30 10:12:00,15671,2026-07-30 14:12:00
15633,15604,2026-07-30 06:36:00,2026-07-30 00:48:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15638,2026-07-30 07:36:00,15643,2026-07-30 08:36:00,15653,2026-07-30 10:36:00,15673,2026-07-30 14:36:00
15635,15606,2026-07-30 07:00:00,2026-07-30 01:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15640,2026-07-30 08:00:00,15645,2026-07-30 09:00:00,15655,2026-07-30 11:00:00,15675,2026-07-30 15:00:00
15636,15607,2026-07-30 07:12:00,2026-07-30 01:24:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15641,2026-07-30 08:12:00,15646,2026-07-30 09:12:00,15656,2026-07-30 11:12:00,15676,2026-07-30 15:12:00
15645,15616,2026-07-30 09:00:00,2026-07-30 03:12:00,test,12min,12,SHT_BASE,6,30,2,0.03333333333333335,15650,2026-07-30 10:00:00,15655,2026-07-30 11:00:00,15665,2026-07-30 13:00:00,15685,2026-07-30 17:00:00
15650,15621,2026-07-30 10:00:00,2026-07-30 04:12:00,test,12min,12,SHT_BASE,6,30,2,0.04444444444444446,15655,2026-07-30 11:00:00,15660,2026-07-30 12:00:00,15670,2026-07-30 14:00:00,15690,2026-07-30 18:00:00
